match_id,date,venue,city,innings,team,team_total_score,overs_played
1384410,21-10-2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,1,Netherlands,262,53.2
1384410,21-10-2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,2,Sri Lanka,263,49.5
1384411,21-10-2023,"Wankhede Stadium, Mumbai",Mumbai,1,South Africa,399,51.7
1384411,21-10-2023,"Wankhede Stadium, Mumbai",Mumbai,2,England,170,23
1384412,22-10-2023,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Dharamsala,1,New Zealand,273,51.2
1384412,22-10-2023,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Dharamsala,2,India,274,48.7
1384414,24-10-2023,"Wankhede Stadium, Mumbai",Mumbai,1,South Africa,382,51.2
1384414,24-10-2023,"Wankhede Stadium, Mumbai",Mumbai,2,Bangladesh,233,49
1384415,25-10-2023,"Arun Jaitley Stadium, Delhi",Delhi,1,Australia,399,52
1384415,25-10-2023,"Arun Jaitley Stadium, Delhi",Delhi,2,Netherlands,90,22.2
1384416,26-10-2023,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,1,England,156,34
1384416,26-10-2023,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,2,Sri Lanka,160,26.2
1384417,27-10-2023,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,1,Pakistan,270,49.2
1384417,27-10-2023,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,2,South Africa,271,49
1384418,28-10-2023,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Dharamsala,1,Australia,388,50.7
1384418,28-10-2023,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Dharamsala,2,New Zealand,383,52.3
1384419,28-10-2023,"Eden Gardens, Kolkata",Kolkata,1,Netherlands,229,51
1384419,28-10-2023,"Eden Gardens, Kolkata",Kolkata,2,Bangladesh,142,43.3
1384420,29-10-2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,1,India,229,50.5
1384420,29-10-2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,2,England,129,35.8
1384422,31-10-2023,"Eden Gardens, Kolkata",Kolkata,1,Bangladesh,204,46
1384422,31-10-2023,"Eden Gardens, Kolkata",Kolkata,2,Pakistan,205,32.8
1384423,01-11-2023,"Maharashtra Cricket Association Stadium, Pune",Pune,1,South Africa,357,51.3
1384423,01-11-2023,"Maharashtra Cricket Association Stadium, Pune",Pune,2,New Zealand,167,36
1384424,02-11-2023,"Wankhede Stadium, Mumbai",Mumbai,1,India,357,51.5
1384424,02-11-2023,"Wankhede Stadium, Mumbai",Mumbai,2,Sri Lanka,55,20.3
1384426,04-11-2023,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,1,New Zealand,401,52.3
1384426,04-11-2023,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,2,Pakistan,200,26
1384427,04-11-2023,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,1,Australia,286,50.2
1384427,04-11-2023,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,2,England,253,49.5
1384428,05-11-2023,"Eden Gardens, Kolkata",Kolkata,1,India,326,53.3
1384428,05-11-2023,"Eden Gardens, Kolkata",Kolkata,2,South Africa,83,27.5
1384429,06-11-2023,"Arun Jaitley Stadium, Delhi",Delhi,1,Sri Lanka,279,50.2
1384429,06-11-2023,"Arun Jaitley Stadium, Delhi",Delhi,2,Bangladesh,282,42.8
1384431,08-11-2023,"Maharashtra Cricket Association Stadium, Pune",Pune,1,England,339,52.8
1384431,08-11-2023,"Maharashtra Cricket Association Stadium, Pune",Pune,2,Netherlands,179,38
1384432,09-11-2023,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,1,Sri Lanka,171,47.2
1384432,09-11-2023,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,2,New Zealand,172,23.7
1384434,11-11-2023,"Maharashtra Cricket Association Stadium, Pune",Pune,1,Bangladesh,306,51.7
1384434,11-11-2023,"Maharashtra Cricket Association Stadium, Pune",Pune,2,Australia,307,45.3
1384435,11-11-2023,"Eden Gardens, Kolkata",Kolkata,1,England,337,50.7
1384435,11-11-2023,"Eden Gardens, Kolkata",Kolkata,2,Pakistan,244,44.3
1384436,12-11-2023,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,1,India,410,52.3
1384436,12-11-2023,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,2,Netherlands,250,48.5
1384437,15-11-2023,"Wankhede Stadium, Mumbai",Mumbai,1,India,397,51
1384437,15-11-2023,"Wankhede Stadium, Mumbai",Mumbai,2,New Zealand,327,50.8
1384438,16-11-2023,"Eden Gardens, Kolkata",Kolkata,1,South Africa,212,50.8
1384438,16-11-2023,"Eden Gardens, Kolkata",Kolkata,2,Australia,215,49.7
1384439,19-11-2023,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,1,India,240,51.2
1384439,19-11-2023,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,2,Australia,241,43.7
1385700,19-09-2024,"Trent Bridge, Nottingham",Nottingham,1,England,315,51.2
1385700,19-09-2024,"Trent Bridge, Nottingham",Nottingham,2,Australia,317,45
1385701,21-09-2024,"Headingley, Leeds",Leeds,1,Australia,270,46.3
1385701,21-09-2024,"Headingley, Leeds",Leeds,2,England,202,42.3
1385702,24-09-2024,"Riverside Ground, Chester-le-Street",Chester-le-Street,1,Australia,304,51.5
1385702,24-09-2024,"Riverside Ground, Chester-le-Street",Chester-le-Street,2,England,254,39.5
1385703,27-09-2024,"Lord's, London",London,1,England,312,40.3
1385703,27-09-2024,"Lord's, London",London,2,Australia,126,26.2
1385704,29-09-2024,"County Ground, Bristol",Bristol,1,England,309,49.7
1385704,29-09-2024,"County Ground, Bristol",Bristol,2,Australia,165,21.2
1387600,17-12-2023,"The Wanderers Stadium, Johannesburg",Johannesburg,1,South Africa,116,29.2
1387600,17-12-2023,"The Wanderers Stadium, Johannesburg",Johannesburg,2,India,117,17.3
1387601,19-12-2023,"St George's Park, Gqeberha",Gqeberha,1,India,211,48.2
1387601,19-12-2023,"St George's Park, Gqeberha",Gqeberha,2,South Africa,215,43.5
1387602,21-12-2023,"Boland Park, Paarl",Paarl,1,India,296,51.8
1387602,21-12-2023,"Boland Park, Paarl",Paarl,2,South Africa,218,47.8
1388211,20-12-2023,"Saxton Oval, Nelson",Nelson,1,Bangladesh,291,50.7
1388211,20-12-2023,"Saxton Oval, Nelson",Nelson,2,New Zealand,296,47.5
1388212,23-12-2023,"McLean Park, Napier",Napier,1,New Zealand,98,32.2
1388212,23-12-2023,"McLean Park, Napier",Napier,2,Bangladesh,99,16.2
1388392,30-08-2023,Multan Cricket Stadium,Multan,1,Pakistan,342,51.5
1388392,30-08-2023,Multan Cricket Stadium,Multan,2,Nepal,104,24.3
1388393,31-08-2023,Pallekele International Cricket Stadium,Kandy,1,Bangladesh,164,43.5
1388393,31-08-2023,Pallekele International Cricket Stadium,Kandy,2,Sri Lanka,165,40
1388394,02-09-2023,Pallekele International Cricket Stadium,Kandy,1,India,266,50.7
1388398,04-09-2023,Pallekele International Cricket Stadium,Kandy,1,Nepal,230,48.8
1388398,04-09-2023,Pallekele International Cricket Stadium,Kandy,2,India,147,20.8
1388401,06-09-2023,"Gaddafi Stadium, Lahore",Lahore,1,Bangladesh,193,39.2
1388401,06-09-2023,"Gaddafi Stadium, Lahore",Lahore,2,Pakistan,194,39.8
1388403,09-09-2023,"R Premadasa Stadium, Colombo",Colombo,1,Sri Lanka,257,51.5
1388403,09-09-2023,"R Premadasa Stadium, Colombo",Colombo,2,Bangladesh,236,50.2
1388406,10-09-2023,"R Premadasa Stadium, Colombo",Colombo,1,India,356,50.8
1388406,10-09-2023,"R Premadasa Stadium, Colombo",Colombo,2,Pakistan,128,33
1388407,12-09-2023,"R Premadasa Stadium, Colombo",Colombo,1,India,213,51.2
1388407,12-09-2023,"R Premadasa Stadium, Colombo",Colombo,2,Sri Lanka,172,42.3
1388410,14-09-2023,"R Premadasa Stadium, Colombo",Colombo,1,Pakistan,252,44.3
1388410,14-09-2023,"R Premadasa Stadium, Colombo",Colombo,2,Sri Lanka,252,42.8
1388412,15-09-2023,"R Premadasa Stadium, Colombo",Colombo,1,Bangladesh,265,51.2
1388412,15-09-2023,"R Premadasa Stadium, Colombo",Colombo,2,India,259,51.5
1388414,17-09-2023,"R Premadasa Stadium, Colombo",Colombo,1,Sri Lanka,50,15.8
1388414,17-09-2023,"R Premadasa Stadium, Colombo",Colombo,2,India,51,6.2
1389388,22-09-2023,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,1,Australia,276,50.3
1389388,22-09-2023,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,2,India,281,49.2
1389389,24-09-2023,"Holkar Cricket Stadium, Indore",Indore,1,India,399,51.7
1389389,24-09-2023,"Holkar Cricket Stadium, Indore",Indore,2,Australia,217,28.8
1389390,27-09-2023,"Saurashtra Cricket Association Stadium, Rajkot",Rajkot,1,Australia,352,51.3
1389390,27-09-2023,"Saurashtra Cricket Association Stadium, Rajkot",Rajkot,2,India,286,50.5
1395700,21-09-2023,"Shere Bangla National Stadium, Mirpur",Dhaka,1,New Zealand,136,34.7
1395701,23-09-2023,"Shere Bangla National Stadium, Mirpur",Dhaka,1,New Zealand,254,50.5
1395701,23-09-2023,"Shere Bangla National Stadium, Mirpur",Dhaka,2,Bangladesh,168,42
1395702,26-09-2023,"Shere Bangla National Stadium, Mirpur",Dhaka,1,Bangladesh,171,35.5
1395702,26-09-2023,"Shere Bangla National Stadium, Mirpur",Dhaka,2,New Zealand,175,35.2
1408102,17-12-2023,"University Oval, Dunedin",Dunedin,1,New Zealand,239,31.3
1408102,17-12-2023,"University Oval, Dunedin",Dunedin,2,Bangladesh,200,31.2
1408106,13-12-2023,Harare Sports Club,Harare,1,Zimbabwe,121,25.8
1408107,15-12-2023,Harare Sports Club,Harare,1,Zimbabwe,166,44.2
1408107,15-12-2023,Harare Sports Club,Harare,2,Ireland,170,41
1408108,17-12-2023,Harare Sports Club,Harare,1,Zimbabwe,197,41.2
1408108,17-12-2023,Harare Sports Club,Harare,2,Ireland,204,38.8
1412539,06-01-2024,"R Premadasa Stadium, Colombo",Colombo,1,Sri Lanka,273,50.7
1412539,06-01-2024,"R Premadasa Stadium, Colombo",Colombo,2,Zimbabwe,12,4
1412540,08-01-2024,"R Premadasa Stadium, Colombo",Colombo,1,Zimbabwe,208,45.3
1412540,08-01-2024,"R Premadasa Stadium, Colombo",Colombo,2,Sri Lanka,211,50
1412541,11-01-2024,"R Premadasa Stadium, Colombo",Colombo,1,Zimbabwe,96,23.2
1412541,11-01-2024,"R Premadasa Stadium, Colombo",Colombo,2,Sri Lanka,97,17.2
1419827,13-03-2024,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,1,Sri Lanka,255,50.5
1419827,13-03-2024,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,2,Bangladesh,257,46.2
1419828,15-03-2024,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,1,Bangladesh,286,51.2
1419828,15-03-2024,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,2,Sri Lanka,287,49
1419829,18-03-2024,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,1,Sri Lanka,235,52
1419829,18-03-2024,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,2,Bangladesh,237,41.5
1420220,08-02-2024,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,1,Nepal,224,51.8
1420220,08-02-2024,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,2,Canada,217,49.5
1420221,10-02-2024,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,1,Canada,285,51.2
1420221,10-02-2024,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,2,Nepal,287,46.3
1420222,12-02-2024,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,1,Canada,232,51.2
1420222,12-02-2024,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,2,Nepal,229,44.8
1420529,15-02-2024,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,1,Nepal,132,41.7
1420529,15-02-2024,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,2,Namibia,134,33.7
1420530,17-02-2024,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,1,Netherlands,137,39.7
1420530,17-02-2024,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,2,Nepal,141,15.7
1420531,19-02-2024,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,1,Namibia,123,36.2
1420531,19-02-2024,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,2,Netherlands,124,27.7
1420532,21-02-2024,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,1,Nepal,168,37.7
1420532,21-02-2024,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,2,Namibia,172,40.7
1420533,23-02-2024,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,1,Namibia,203,42.8
1420533,23-02-2024,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,2,Netherlands,179,44.7
1420534,25-02-2024,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,1,Nepal,172,51
1420534,25-02-2024,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,2,Netherlands,173,38
1421069,28-02-2024,Dubai International Cricket Stadium,Dubai,1,United Arab Emirates,194,49
1421069,28-02-2024,Dubai International Cricket Stadium,Dubai,2,Canada,198,48.8
1421070,01-03-2024,Dubai International Cricket Stadium,Dubai,1,Scotland,215,50.7
1421070,01-03-2024,Dubai International Cricket Stadium,Dubai,2,Canada,220,42
1421071,03-03-2024,Dubai International Cricket Stadium,Dubai,1,United Arab Emirates,132,45.7
1421071,03-03-2024,Dubai International Cricket Stadium,Dubai,2,Scotland,137,24.2
1421072,05-03-2024,Dubai International Cricket Stadium,Dubai,1,Canada,241,51
1421072,05-03-2024,Dubai International Cricket Stadium,Dubai,2,United Arab Emirates,228,46.7
1421073,07-03-2024,Dubai International Cricket Stadium,Dubai,1,Scotland,197,48.8
1421073,07-03-2024,Dubai International Cricket Stadium,Dubai,2,Canada,200,46
1421074,04-05-2025,"VRA Ground, Amstelveen",Amstelveen,1,United Arab Emirates,225,50.5
1421074,04-05-2025,"VRA Ground, Amstelveen",Amstelveen,2,Scotland,226,47.5
1426549,04-11-2024,Melbourne Cricket Ground,Melbourne,1,Pakistan,203,47.3
1426549,04-11-2024,Melbourne Cricket Ground,Melbourne,2,Australia,204,35.5
1426550,08-11-2024,Adelaide Oval,Adelaide,1,Australia,163,36
1426550,08-11-2024,Adelaide Oval,Adelaide,2,Pakistan,169,27
1426551,10-11-2024,Perth Stadium,Perth,1,Australia,140,33.8
1426551,10-11-2024,Perth Stadium,Perth,2,Pakistan,143,27.5
1428956,16-07-2024,"Forthill, Dundee",Dundee,1,Oman,123,38.8
1428956,16-07-2024,"Forthill, Dundee",Dundee,2,Scotland,99,13
1428957,18-07-2024,"Forthill, Dundee",Dundee,1,Oman,233,52.3
1428957,18-07-2024,"Forthill, Dundee",Dundee,2,Namibia,234,48.5
1428958,20-07-2024,"Forthill, Dundee",Dundee,1,Scotland,290,51.7
1428958,20-07-2024,"Forthill, Dundee",Dundee,2,Namibia,235,45.7
1428959,22-07-2024,"Forthill, Dundee",Dundee,1,Oman,91,22.7
1428959,22-07-2024,"Forthill, Dundee",Dundee,2,Scotland,95,18.3
1428960,24-07-2024,"Forthill, Dundee",Dundee,1,Namibia,196,51
1428960,24-07-2024,"Forthill, Dundee",Dundee,2,Oman,197,49.8
1428961,26-07-2024,"Forthill, Dundee",Dundee,1,Scotland,301,51.2
1428961,26-07-2024,"Forthill, Dundee",Dundee,2,Namibia,163,41.2
1431088,02-10-2024,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,1,South Africa,271,51
1431088,02-10-2024,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,2,Ireland,132,32.5
1431089,04-10-2024,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,1,South Africa,343,50.8
1431089,04-10-2024,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,2,Ireland,169,32
1431090,07-10-2024,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,1,Ireland,284,51.3
1431090,07-10-2024,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,2,South Africa,215,47.7
1432214,17-12-2024,"Boland Park, Paarl",Paarl,1,South Africa,239,50.7
1432214,17-12-2024,"Boland Park, Paarl",Paarl,2,Pakistan,242,50.8
1432215,19-12-2024,"Newlands, Cape Town",Cape Town,1,Pakistan,329,51.3
1432215,19-12-2024,"Newlands, Cape Town",Cape Town,2,South Africa,248,43.8
1432216,22-12-2024,"The Wanderers Stadium, Johannesburg",Johannesburg,1,Pakistan,308,49.5
1432216,22-12-2024,"The Wanderers Stadium, Johannesburg",Johannesburg,2,South Africa,271,43.2
1433370,31-10-2024,"Sir Vivian Richards Stadium, North Sound, Antigua",North Sound,1,England,209,46.2
1433370,31-10-2024,"Sir Vivian Richards Stadium, North Sound, Antigua",North Sound,2,West Indies,157,26.7
1433371,02-11-2024,"Sir Vivian Richards Stadium, North Sound, Antigua",North Sound,1,West Indies,328,51
1433371,02-11-2024,"Sir Vivian Richards Stadium, North Sound, Antigua",North Sound,2,England,329,49
1433372,06-11-2024,"Kensington Oval, Bridgetown, Barbados",Bridgetown,1,England,263,50.8
1433372,06-11-2024,"Kensington Oval, Bridgetown, Barbados",Bridgetown,2,West Indies,267,44.3
1433380,08-12-2024,"Warner Park, Basseterre, St Kitts",Basseterre,1,Bangladesh,294,51.3
1433380,08-12-2024,"Warner Park, Basseterre, St Kitts",Basseterre,2,West Indies,295,48.3
1433381,10-12-2024,"Warner Park, Basseterre, St Kitts",Basseterre,1,Bangladesh,227,47.3
1433381,10-12-2024,"Warner Park, Basseterre, St Kitts",Basseterre,2,West Indies,230,38
1433382,12-12-2024,"Warner Park, Basseterre, St Kitts",Basseterre,1,Bangladesh,321,51.5
1433382,12-12-2024,"Warner Park, Basseterre, St Kitts",Basseterre,2,West Indies,325,46.5
1439904,06-02-2025,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",Nagpur,1,England,248,48
1439904,06-02-2025,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",Nagpur,2,India,251,39.5
1439905,09-02-2025,"Barabati Stadium, Cuttack",Cuttack,1,England,304,51.3
1439905,09-02-2025,"Barabati Stadium, Cuttack",Cuttack,2,India,308,45.7
1439906,12-02-2025,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,1,India,356,51.3
1439906,12-02-2025,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,2,England,214,34.8
1442220,08-02-2025,"Gaddafi Stadium, Lahore",Lahore,1,New Zealand,330,51
1442220,08-02-2025,"Gaddafi Stadium, Lahore",Lahore,2,Pakistan,252,48.8
1442221,10-02-2025,"Gaddafi Stadium, Lahore",Lahore,1,South Africa,304,52.5
1442221,10-02-2025,"Gaddafi Stadium, Lahore",Lahore,2,New Zealand,308,50.7
1442222,12-02-2025,"National Stadium, Karachi",Karachi,1,South Africa,352,51
1442222,12-02-2025,"National Stadium, Karachi",Karachi,2,Pakistan,355,50.2
1442223,14-02-2025,"National Stadium, Karachi",Karachi,1,Pakistan,242,51.2
1442223,14-02-2025,"National Stadium, Karachi",Karachi,2,New Zealand,243,47.3
1442990,02-08-2024,"R Premadasa Stadium, Colombo",Colombo,1,Sri Lanka,230,51
1442990,02-08-2024,"R Premadasa Stadium, Colombo",Colombo,2,India,230,48.5
1442991,04-08-2024,"R Premadasa Stadium, Colombo",Colombo,1,Sri Lanka,240,51.2
1442991,04-08-2024,"R Premadasa Stadium, Colombo",Colombo,2,India,208,43.2
1442992,07-08-2024,"R Premadasa Stadium, Colombo",Colombo,1,Sri Lanka,248,50.2
1442992,07-08-2024,"R Premadasa Stadium, Colombo",Colombo,2,India,138,26.2
1443546,05-01-2025,"Basin Reserve, Wellington",Wellington,1,Sri Lanka,178,45
1443546,05-01-2025,"Basin Reserve, Wellington",Wellington,2,New Zealand,180,28
1443547,08-01-2025,"Seddon Park, Hamilton",Hamilton,1,New Zealand,255,37.7
1443547,08-01-2025,"Seddon Park, Hamilton",Hamilton,2,Sri Lanka,142,31.3
1443548,11-01-2025,"Eden Park, Auckland",Auckland,1,Sri Lanka,290,50.7
1443548,11-01-2025,"Eden Park, Auckland",Auckland,2,New Zealand,150,32.2
1443554,29-03-2025,"McLean Park, Napier",Napier,1,New Zealand,344,53.2
1443554,29-03-2025,"McLean Park, Napier",Napier,2,Pakistan,271,46.3
1443555,02-04-2025,"Seddon Park, Hamilton",Hamilton,1,New Zealand,292,53
1443555,02-04-2025,"Seddon Park, Hamilton",Hamilton,2,Pakistan,208,43.7
1443556,05-04-2025,"Bay Oval, Mount Maunganui",Mount Maunganui,1,New Zealand,264,43.8
1443556,05-04-2025,"Bay Oval, Mount Maunganui",Mount Maunganui,2,Pakistan,221,42.5
1444649,24-11-2024,"Queens Sports Club, Bulawayo",Bulawayo,1,Zimbabwe,205,41.5
1444649,24-11-2024,"Queens Sports Club, Bulawayo",Bulawayo,2,Pakistan,60,21.2
1444650,26-11-2024,"Queens Sports Club, Bulawayo",Bulawayo,1,Zimbabwe,145,33.3
1444650,26-11-2024,"Queens Sports Club, Bulawayo",Bulawayo,2,Pakistan,148,18.8
1444651,28-11-2024,"Queens Sports Club, Bulawayo",Bulawayo,1,Pakistan,303,51.3
1444651,28-11-2024,"Queens Sports Club, Bulawayo",Bulawayo,2,Zimbabwe,204,40.3
1445034,11-08-2024,"Sportpark Westvliet, The Hague",The Hague,1,Canada,194,49.2
1445034,11-08-2024,"Sportpark Westvliet, The Hague",The Hague,2,Netherlands,195,47.3
1445035,13-08-2024,"Sportpark Westvliet, The Hague",The Hague,1,United States of America,304,51.5
1445035,13-08-2024,"Sportpark Westvliet, The Hague",The Hague,2,Canada,290,51.5
1445036,15-08-2024,"Sportpark Westvliet, The Hague",The Hague,1,Netherlands,237,50.3
1445036,15-08-2024,"Sportpark Westvliet, The Hague",The Hague,2,United States of America,218,51.5
1445037,17-08-2024,"Hazelaarweg, Rotterdam",Rotterdam,1,Netherlands,220,50
1445037,17-08-2024,"Hazelaarweg, Rotterdam",Rotterdam,2,Canada,157,38
1445038,19-08-2024,"Hazelaarweg, Rotterdam",Rotterdam,1,United States of America,275,51.3
1445038,19-08-2024,"Hazelaarweg, Rotterdam",Rotterdam,2,Canada,225,48.5
1445039,21-08-2024,"Hazelaarweg, Rotterdam",Rotterdam,1,Netherlands,206,50.8
1445039,21-08-2024,"Hazelaarweg, Rotterdam",Rotterdam,2,United States of America,179,47
1448343,29-05-2025,"Edgbaston, Birmingham",Birmingham,1,England,400,52.2
1448343,29-05-2025,"Edgbaston, Birmingham",Birmingham,2,West Indies,162,27.8
1448344,01-06-2025,"Sophia Gardens, Cardiff",Cardiff,1,West Indies,308,49.2
1448344,01-06-2025,"Sophia Gardens, Cardiff",Cardiff,2,England,312,50.2
1448345,03-06-2025,"Kennington Oval, London",London,1,West Indies,251,41.2
1448345,03-06-2025,"Kennington Oval, London",London,2,England,246,30.5
1448354,02-09-2025,"Headingley, Leeds",Leeds,1,England,131,25.2
1448354,02-09-2025,"Headingley, Leeds",Leeds,2,South Africa,137,21.7
1448355,04-09-2025,"Lord's, London",London,1,South Africa,330,52
1448355,04-09-2025,"Lord's, London",London,2,England,325,51.3
1448356,07-09-2025,"The Rose Bowl, Southampton",Southampton,1,England,414,53.3
1448356,07-09-2025,"The Rose Bowl, Southampton",Southampton,2,South Africa,72,22
1450690,16-09-2024,"United Cricket Club Ground, Windhoek",Windhoek,1,Namibia,199,51.7
1450690,16-09-2024,"United Cricket Club Ground, Windhoek",Windhoek,2,United States of America,200,41.7
1450691,18-09-2024,"United Cricket Club Ground, Windhoek",Windhoek,1,United Arab Emirates,106,32.3
1450691,18-09-2024,"United Cricket Club Ground, Windhoek",Windhoek,2,United States of America,107,16.3
1450692,20-09-2024,"United Cricket Club Ground, Windhoek",Windhoek,1,Namibia,313,51.8
1450692,20-09-2024,"United Cricket Club Ground, Windhoek",Windhoek,2,United Arab Emirates,316,51.5
1450693,22-09-2024,"United Cricket Club Ground, Windhoek",Windhoek,1,Namibia,286,51.3
1450693,22-09-2024,"United Cricket Club Ground, Windhoek",Windhoek,2,United States of America,287,46.2
1450694,24-09-2024,"United Cricket Club Ground, Windhoek",Windhoek,1,United States of America,339,51
1450694,24-09-2024,"United Cricket Club Ground, Windhoek",Windhoek,2,United Arab Emirates,203,37
1450695,26-09-2024,"Wanderers Cricket Ground, Windhoek",Windhoek,1,United Arab Emirates,190,44.7
1450695,26-09-2024,"Wanderers Cricket Ground, Windhoek",Windhoek,2,Namibia,194,29.3
1450696,16-09-2024,"Maple Leaf North-West Ground, King City",King City,1,Canada,253,51.8
1450696,16-09-2024,"Maple Leaf North-West Ground, King City",King City,2,Nepal,150,41.7
1450697,18-09-2024,"Maple Leaf North-West Ground, King City",King City,1,Nepal,220,51.2
1450697,18-09-2024,"Maple Leaf North-West Ground, King City",King City,2,Oman,223,50.3
1450698,20-09-2024,"Maple Leaf North-West Ground, King City",King City,1,Canada,276,51.2
1450698,20-09-2024,"Maple Leaf North-West Ground, King City",King City,2,Oman,217,48.3
1450699,22-09-2024,"Maple Leaf North-West Ground, King City",King City,1,Nepal,181,48.7
1450699,22-09-2024,"Maple Leaf North-West Ground, King City",King City,2,Canada,186,42.8
1450701,26-09-2024,"Maple Leaf North-West Ground, King City",King City,1,Oman,198,51.2
1450701,26-09-2024,"Maple Leaf North-West Ground, King City",King City,2,Canada,199,46.7
1450702,25-10-2024,"Grand Prairie Stadium, Dallas",Dallas,1,United States of America,144,40.7
1450702,25-10-2024,"Grand Prairie Stadium, Dallas",Dallas,2,Scotland,145,24.8
1450704,29-10-2024,"Grand Prairie Stadium, Dallas",Dallas,1,Scotland,154,42.7
1450704,29-10-2024,"Grand Prairie Stadium, Dallas",Dallas,2,Nepal,157,31
1450705,31-10-2024,"Grand Prairie Stadium, Dallas",Dallas,1,Scotland,317,51
1450705,31-10-2024,"Grand Prairie Stadium, Dallas",Dallas,2,United States of America,246,45
1450706,02-11-2024,"Grand Prairie Stadium, Dallas",Dallas,1,United States of America,281,50.8
1450706,02-11-2024,"Grand Prairie Stadium, Dallas",Dallas,2,Nepal,244,50.3
1450707,04-11-2024,"Grand Prairie Stadium, Dallas",Dallas,1,Nepal,26,6.5
1451817,20-10-2024,Pallekele International Cricket Stadium,Kandy,1,West Indies,185,39
1451817,20-10-2024,Pallekele International Cricket Stadium,Kandy,2,Sri Lanka,234,32.2
1451818,23-10-2024,Pallekele International Cricket Stadium,Kandy,1,West Indies,189,36.7
1451818,23-10-2024,Pallekele International Cricket Stadium,Kandy,2,Sri Lanka,190,38.7
1451819,26-10-2024,Pallekele International Cricket Stadium,Kandy,1,Sri Lanka,156,23.2
1451819,26-10-2024,Pallekele International Cricket Stadium,Kandy,2,West Indies,196,22.7
1456443,13-11-2024,Rangiri Dambulla International Stadium,Dambulla,1,Sri Lanka,324,50.3
1456443,13-11-2024,Rangiri Dambulla International Stadium,Dambulla,2,New Zealand,175,27.7
1456444,17-11-2024,Pallekele International Cricket Stadium,Kandy,1,New Zealand,209,46.2
