match_id,date,venue,city,innings,team,team_total_score,overs_played
1340845,04-12-2022,"Shere Bangla National Stadium, Mirpur",Dhaka,2,Bangladesh,187,47.3
1340846,07-12-2022,"Shere Bangla National Stadium, Mirpur",Dhaka,1,Bangladesh,271,51.5
1340846,07-12-2022,"Shere Bangla National Stadium, Mirpur",Dhaka,2,India,266,51.8
1340847,10-12-2022,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,1,India,409,50.7
1340847,10-12-2022,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,2,Bangladesh,182,34.7
1341969,19-11-2022,"Wanderers Cricket Ground, Windhoek",Windhoek,1,Papua New Guinea,107,39.3
1341969,19-11-2022,"Wanderers Cricket Ground, Windhoek",Windhoek,2,Namibia,108,15.8
1341970,20-11-2022,"Wanderers Cricket Ground, Windhoek",Windhoek,1,United States of America,244,51.2
1341970,20-11-2022,"Wanderers Cricket Ground, Windhoek",Windhoek,2,Namibia,173,44.8
1341971,22-11-2022,"Wanderers Cricket Ground, Windhoek",Windhoek,1,Papua New Guinea,149,48.7
1341971,22-11-2022,"Wanderers Cricket Ground, Windhoek",Windhoek,2,United States of America,152,31.7
1341972,23-11-2022,"Wanderers Cricket Ground, Windhoek",Windhoek,1,Papua New Guinea,236,50
1341972,23-11-2022,"Wanderers Cricket Ground, Windhoek",Windhoek,2,Namibia,241,50.2
1341973,25-11-2022,"Wanderers Cricket Ground, Windhoek",Windhoek,1,United States of America,266,51.5
1341973,25-11-2022,"Wanderers Cricket Ground, Windhoek",Windhoek,2,Papua New Guinea,231,48.7
1341974,26-11-2022,"Wanderers Cricket Ground, Windhoek",Windhoek,1,United States of America,211,50.8
1341974,26-11-2022,"Wanderers Cricket Ground, Windhoek",Windhoek,2,Namibia,212,45
1341975,01-12-2022,"United Cricket Club Ground, Windhoek",Windhoek,1,Namibia,211,51.2
1341975,01-12-2022,"United Cricket Club Ground, Windhoek",Windhoek,2,Scotland,213,43.3
1341976,02-12-2022,"United Cricket Club Ground, Windhoek",Windhoek,1,Nepal,197,51
1341976,02-12-2022,"United Cricket Club Ground, Windhoek",Windhoek,2,Namibia,4,0.7
1341977,04-12-2022,"United Cricket Club Ground, Windhoek",Windhoek,1,Nepal,137,40.5
1341977,04-12-2022,"United Cricket Club Ground, Windhoek",Windhoek,2,Scotland,143,32.8
1341978,05-12-2022,"United Cricket Club Ground, Windhoek",Windhoek,1,Scotland,208,50.8
1341978,05-12-2022,"United Cricket Club Ground, Windhoek",Windhoek,2,Namibia,210,45.7
1341979,07-12-2022,"United Cricket Club Ground, Windhoek",Windhoek,1,Namibia,275,50.3
1341979,07-12-2022,"United Cricket Club Ground, Windhoek",Windhoek,2,Nepal,189,48.2
1341980,08-12-2022,"United Cricket Club Ground, Windhoek",Windhoek,1,Nepal,119,36.2
1341980,08-12-2022,"United Cricket Club Ground, Windhoek",Windhoek,2,Scotland,121,17.3
1343683,14-11-2022,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,1,United Arab Emirates,263,51.7
1343683,14-11-2022,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,2,Nepal,179,51.5
1343684,16-11-2022,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,1,United Arab Emirates,191,44.2
1343684,16-11-2022,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,2,Nepal,193,49
1343685,18-11-2022,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,1,United Arab Emirates,176,52
1343685,18-11-2022,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,2,Nepal,180,41.3
1348326,18-01-2023,Harare Sports Club,Harare,1,Ireland,288,51.3
1348326,18-01-2023,Harare Sports Club,Harare,2,Zimbabwe,214,38.5
1348327,21-01-2023,Harare Sports Club,Harare,1,Ireland,294,53.5
1348327,21-01-2023,Harare Sports Club,Harare,2,Zimbabwe,248,48
1348328,23-01-2023,Harare Sports Club,Harare,1,Zimbabwe,55,13.3
1348643,10-01-2023,"Barsapara Cricket Stadium, Guwahati",Guwahati,1,India,373,50.8
1348643,10-01-2023,"Barsapara Cricket Stadium, Guwahati",Guwahati,2,Sri Lanka,306,51.3
1348644,12-01-2023,"Eden Gardens, Kolkata",Kolkata,1,Sri Lanka,215,40.7
1348644,12-01-2023,"Eden Gardens, Kolkata",Kolkata,2,India,219,45.8
1348645,15-01-2023,"Greenfield International Stadium, Thiruvananthapuram",Thiruvananthapuram,1,India,390,50.8
1348645,15-01-2023,"Greenfield International Stadium, Thiruvananthapuram",Thiruvananthapuram,2,Sri Lanka,73,22.5
1348646,18-01-2023,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,1,India,349,51.8
1348646,18-01-2023,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,2,New Zealand,337,51.7
1348647,21-01-2023,"Shaheed Veer Narayan Singh International Stadium, Raipur",Raipur,1,New Zealand,108,35.3
1348647,21-01-2023,"Shaheed Veer Narayan Singh International Stadium, Raipur",Raipur,2,India,111,20.2
1348648,24-01-2023,"Holkar Cricket Stadium, Indore",Indore,1,India,385,51
1348648,24-01-2023,"Holkar Cricket Stadium, Indore",Indore,2,New Zealand,295,42.8
1348656,17-03-2023,"Wankhede Stadium, Mumbai",Mumbai,1,Australia,188,36.2
1348656,17-03-2023,"Wankhede Stadium, Mumbai",Mumbai,2,India,191,41.7
1348657,19-03-2023,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,1,India,117,28
1348657,19-03-2023,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,2,Australia,121,11.7
1348658,22-03-2023,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,1,Australia,269,49.7
1348658,22-03-2023,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,2,India,248,50.5
1351397,01-03-2023,"Shere Bangla National Stadium, Mirpur",Dhaka,1,Bangladesh,209,50
1351397,01-03-2023,"Shere Bangla National Stadium, Mirpur",Dhaka,2,England,212,49
1351398,03-03-2023,"Shere Bangla National Stadium, Mirpur",Dhaka,1,England,326,50.8
1351398,03-03-2023,"Shere Bangla National Stadium, Mirpur",Dhaka,2,Bangladesh,194,45
1351399,06-03-2023,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,1,Bangladesh,246,49.5
1351399,06-03-2023,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,2,England,196,43.8
1355717,18-03-2023,Sylhet International Cricket Stadium,Sylhet,1,Bangladesh,338,51.3
1355717,18-03-2023,Sylhet International Cricket Stadium,Sylhet,2,Ireland,155,31.8
1355718,20-03-2023,Sylhet International Cricket Stadium,Sylhet,1,Bangladesh,349,51
1355719,23-03-2023,Sylhet International Cricket Stadium,Sylhet,1,Ireland,101,28.8
1355719,23-03-2023,Sylhet International Cricket Stadium,Sylhet,2,Bangladesh,102,14.2
1358073,14-02-2023,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,1,Namibia,285,50.7
1358073,14-02-2023,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,2,Nepal,287,49.3
1358074,15-02-2023,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,1,Namibia,153,41.2
1358074,15-02-2023,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,2,Scotland,157,22.5
1358075,17-02-2023,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,1,Scotland,274,51
1358075,17-02-2023,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,2,Nepal,275,49.3
1358076,18-02-2023,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,1,Namibia,274,51.8
1358076,18-02-2023,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,2,Nepal,278,49.8
1358077,20-02-2023,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,1,Scotland,221,49.3
1358077,20-02-2023,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,2,Namibia,178,39.8
1358078,21-02-2023,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,1,Scotland,212,46.3
1358078,21-02-2023,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,2,Nepal,213,45.8
1358079,23-02-2023,Dubai International Cricket Stadium,Dubai,1,Namibia,91,31.7
1358079,23-02-2023,Dubai International Cricket Stadium,Dubai,2,United Arab Emirates,95,33.8
1358080,25-02-2023,Dubai International Cricket Stadium,Dubai,1,United Arab Emirates,166,53.7
1358080,25-02-2023,Dubai International Cricket Stadium,Dubai,2,Namibia,167,30
1358082,28-02-2023,Dubai International Cricket Stadium,Dubai,1,Papua New Guinea,262,51
1358082,28-02-2023,Dubai International Cricket Stadium,Dubai,2,United Arab Emirates,131,35.2
1358083,02-03-2023,Dubai International Cricket Stadium,Dubai,1,United Arab Emirates,207,50.7
1358083,02-03-2023,Dubai International Cricket Stadium,Dubai,2,Nepal,139,33
1358084,03-03-2023,Dubai International Cricket Stadium,Dubai,1,Papua New Guinea,179,50
1358084,03-03-2023,Dubai International Cricket Stadium,Dubai,2,Nepal,182,49.5
1358085,05-03-2023,Dubai International Cricket Stadium,Dubai,1,United Arab Emirates,97,27.5
1358085,05-03-2023,Dubai International Cricket Stadium,Dubai,2,Papua New Guinea,98,27.3
1358086,06-03-2023,Dubai International Cricket Stadium,Dubai,1,Nepal,229,50.3
1358086,06-03-2023,Dubai International Cricket Stadium,Dubai,2,United Arab Emirates,187,45.7
1358087,09-03-2023,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,1,Nepal,297,50.8
1358087,09-03-2023,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,2,Papua New Guinea,245,48.2
1358088,10-03-2023,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,1,Papua New Guinea,246,50
1358088,10-03-2023,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,2,United Arab Emirates,190,45
1358089,12-03-2023,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,1,Nepal,248,50.2
1358089,12-03-2023,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,2,United Arab Emirates,71,22.8
1358090,13-03-2023,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,1,Papua New Guinea,95,32.3
1358090,13-03-2023,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,2,Nepal,100,8
1358091,15-03-2023,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,1,Papua New Guinea,234,51.2
1358091,15-03-2023,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,2,United Arab Emirates,236,39.8
1358092,16-03-2023,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,1,United Arab Emirates,310,51.8
1358092,16-03-2023,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,2,Nepal,269,45.2
1362379,21-03-2023,Harare Sports Club,Harare,1,Zimbabwe,249,50
1362379,21-03-2023,Harare Sports Club,Harare,2,Netherlands,255,50.5
1362380,23-03-2023,Harare Sports Club,Harare,1,Zimbabwe,271,50
1362380,23-03-2023,Harare Sports Club,Harare,2,Netherlands,270,50.7
1362381,25-03-2023,Harare Sports Club,Harare,1,Netherlands,231,50.5
1362381,25-03-2023,Harare Sports Club,Harare,2,Zimbabwe,235,42.7
1364124,09-05-2023,"County Ground, Chelmsford",Chelmsford,1,Bangladesh,246,51.7
1364124,09-05-2023,"County Ground, Chelmsford",Chelmsford,2,Ireland,65,16.8
1364125,12-05-2023,"County Ground, Chelmsford",Chelmsford,1,Ireland,319,45.7
1364125,12-05-2023,"County Ground, Chelmsford",Chelmsford,2,Bangladesh,320,46
1365092,26-03-2023,"Wanderers Cricket Ground, Windhoek",Windhoek,1,United States of America,231,51.5
1365092,26-03-2023,"Wanderers Cricket Ground, Windhoek",Windhoek,2,Namibia,151,42.5
1365093,27-03-2023,"Wanderers Cricket Ground, Windhoek",Windhoek,1,United Arab Emirates,260,51.2
1365093,27-03-2023,"Wanderers Cricket Ground, Windhoek",Windhoek,2,Papua New Guinea,239,51.5
1365095,29-03-2023,"Wanderers Cricket Ground, Windhoek",Windhoek,1,Canada,198,51
1365095,29-03-2023,"Wanderers Cricket Ground, Windhoek",Windhoek,2,United States of America,172,48.7
1365097,30-03-2023,"Wanderers Cricket Ground, Windhoek",Windhoek,1,Jersey,213,50.8
1365097,30-03-2023,"Wanderers Cricket Ground, Windhoek",Windhoek,2,Namibia,216,32.8
1365098,30-03-2023,"United Cricket Club Ground, Windhoek",Windhoek,1,United Arab Emirates,279,50.5
1365098,30-03-2023,"United Cricket Club Ground, Windhoek",Windhoek,2,United States of America,281,51.3
1365099,01-04-2023,"Wanderers Cricket Ground, Windhoek",Windhoek,1,Canada,254,50.2
1365099,01-04-2023,"Wanderers Cricket Ground, Windhoek",Windhoek,2,United Arab Emirates,255,50.3
1365100,01-04-2023,"United Cricket Club Ground, Windhoek",Windhoek,1,Jersey,291,50.3
1365100,01-04-2023,"United Cricket Club Ground, Windhoek",Windhoek,2,Papua New Guinea,280,51
1365101,02-04-2023,"Wanderers Cricket Ground, Windhoek",Windhoek,1,United States of America,235,50.7
1365101,02-04-2023,"Wanderers Cricket Ground, Windhoek",Windhoek,2,Papua New Guinea,118,35
1365102,02-04-2023,"United Cricket Club Ground, Windhoek",Windhoek,1,United Arab Emirates,267,51.3
1365102,02-04-2023,"United Cricket Club Ground, Windhoek",Windhoek,2,Namibia,239,49.7
1365103,04-04-2023,"Wanderers Cricket Ground, Windhoek",Windhoek,1,Namibia,267,52
1365103,04-04-2023,"Wanderers Cricket Ground, Windhoek",Windhoek,2,Canada,156,43
1365104,04-04-2023,"United Cricket Club Ground, Windhoek",Windhoek,1,United States of America,231,51.3
1365104,04-04-2023,"United Cricket Club Ground, Windhoek",Windhoek,2,Jersey,206,49
1365105,05-04-2023,"Wanderers Cricket Ground, Windhoek",Windhoek,1,United Arab Emirates,284,52.2
1365105,05-04-2023,"Wanderers Cricket Ground, Windhoek",Windhoek,2,Jersey,218,46
1365106,05-04-2023,"United Cricket Club Ground, Windhoek",Windhoek,1,Canada,218,51.5
1365106,05-04-2023,"United Cricket Club Ground, Windhoek",Windhoek,2,Papua New Guinea,128,37.7
1365552,14-05-2023,"County Ground, Chelmsford",Chelmsford,1,Bangladesh,274,50.8
1365552,14-05-2023,"County Ground, Chelmsford",Chelmsford,2,Ireland,269,51.5
1367985,21-04-2023,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,1,Nepal,310,51.7
1367985,21-04-2023,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,2,Oman,226,47.5
1368000,29-04-2023,Mulpani Cricket Ground,Kathmandu,1,United Arab Emirates,236,50.5
1368000,29-04-2023,Mulpani Cricket Ground,Kathmandu,2,Oman,190,43.5
1368002,01-05-2023,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,1,United Arab Emirates,117,34.7
1368002,01-05-2023,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,2,Nepal,118,30.7
1373571,07-09-2023,"Mangaung Oval, Bloemfontein",Bloemfontein,1,South Africa,222,50.3
1373571,07-09-2023,"Mangaung Oval, Bloemfontein",Bloemfontein,2,Australia,225,43
1373572,09-09-2023,"Mangaung Oval, Bloemfontein",Bloemfontein,1,Australia,392,51.5
1373572,09-09-2023,"Mangaung Oval, Bloemfontein",Bloemfontein,2,South Africa,269,42.2
1373573,12-09-2023,"Sedgars Park, Potchefstroom",Potchefstroom,1,South Africa,338,51.5
1373573,12-09-2023,"Sedgars Park, Potchefstroom",Potchefstroom,2,Australia,227,35.3
1373574,15-09-2023,"SuperSport Park, Centurion",Centurion,1,South Africa,416,51.8
1373574,15-09-2023,"SuperSport Park, Centurion",Centurion,2,Australia,252,36.3
1373575,17-09-2023,"The Wanderers Stadium, Johannesburg",Johannesburg,1,South Africa,315,51.3
1373575,17-09-2023,"The Wanderers Stadium, Johannesburg",Johannesburg,2,Australia,193,34.7
1373576,03-12-2023,"Sir Vivian Richards Stadium, North Sound, Antigua",North Sound,1,England,325,50.8
1373576,03-12-2023,"Sir Vivian Richards Stadium, North Sound, Antigua",North Sound,2,West Indies,326,50.3
1373577,06-12-2023,"Sir Vivian Richards Stadium, North Sound, Antigua",North Sound,1,West Indies,202,40.5
1373577,06-12-2023,"Sir Vivian Richards Stadium, North Sound, Antigua",North Sound,2,England,206,33.2
1373578,09-12-2023,"Kensington Oval, Bridgetown, Barbados",Bridgetown,1,England,206,41
1373578,09-12-2023,"Kensington Oval, Bridgetown, Barbados",Bridgetown,2,West Indies,191,32.3
1375847,02-02-2024,Melbourne Cricket Ground,Melbourne,1,West Indies,231,49.7
1375847,02-02-2024,Melbourne Cricket Ground,Melbourne,2,Australia,232,39.3
1375848,04-02-2024,Sydney Cricket Ground,Sydney,1,Australia,258,51.3
1375848,04-02-2024,Sydney Cricket Ground,Sydney,2,West Indies,175,43.8
1375849,06-02-2024,"Manuka Oval, Canberra",Canberra,1,West Indies,86,25.5
1375849,06-02-2024,"Manuka Oval, Canberra",Canberra,2,Australia,87,7.3
1377005,04-06-2023,Sharjah Cricket Stadium,Sharjah,1,United Arab Emirates,202,49
1377005,04-06-2023,Sharjah Cricket Stadium,Sharjah,2,West Indies,206,35.8
1377006,06-06-2023,Sharjah Cricket Stadium,Sharjah,1,West Indies,306,50.8
1377006,06-06-2023,Sharjah Cricket Stadium,Sharjah,2,United Arab Emirates,228,51.5
1377007,09-06-2023,Sharjah Cricket Stadium,Sharjah,1,United Arab Emirates,184,37.3
1377007,09-06-2023,Sharjah Cricket Stadium,Sharjah,2,West Indies,185,36.5
1377746,18-06-2023,Harare Sports Club,Harare,1,Nepal,290,51.5
1377746,18-06-2023,Harare Sports Club,Harare,2,Zimbabwe,291,45.3
1377747,18-06-2023,"Takashinga Sports Club, Highfield, Harare",Harare,1,West Indies,297,51.2
1377747,18-06-2023,"Takashinga Sports Club, Highfield, Harare",Harare,2,United States of America,258,52
1377748,19-06-2023,"Queens Sports Club, Bulawayo",Bulawayo,1,Sri Lanka,355,50.8
1377748,19-06-2023,"Queens Sports Club, Bulawayo",Bulawayo,2,United Arab Emirates,180,39.3
1377749,19-06-2023,Bulawayo Athletic Club,Bulawayo,1,Ireland,281,51.2
1377749,19-06-2023,Bulawayo Athletic Club,Bulawayo,2,Oman,285,49.5
1377750,20-06-2023,Harare Sports Club,Harare,1,Netherlands,315,52.5
1377750,20-06-2023,Harare Sports Club,Harare,2,Zimbabwe,319,41.7
1377751,20-06-2023,"Takashinga Sports Club, Highfield, Harare",Harare,1,United States of America,207,50
1377751,20-06-2023,"Takashinga Sports Club, Highfield, Harare",Harare,2,Nepal,211,44.5
1377752,21-06-2023,"Queens Sports Club, Bulawayo",Bulawayo,1,Ireland,286,52.3
1377752,21-06-2023,"Queens Sports Club, Bulawayo",Bulawayo,2,Scotland,289,51
1377753,21-06-2023,Bulawayo Athletic Club,Bulawayo,1,United Arab Emirates,227,50.7
1377753,21-06-2023,Bulawayo Athletic Club,Bulawayo,2,Oman,228,47.2
1377754,22-06-2023,Harare Sports Club,Harare,1,West Indies,339,51.2
1377754,22-06-2023,Harare Sports Club,Harare,2,Nepal,238,51.8
1377755,22-06-2023,"Takashinga Sports Club, Highfield, Harare",Harare,1,United States of America,211,50.5
1377755,22-06-2023,"Takashinga Sports Club, Highfield, Harare",Harare,2,Netherlands,214,43.7
1377756,23-06-2023,"Queens Sports Club, Bulawayo",Bulawayo,1,Oman,98,31.3
1377756,23-06-2023,"Queens Sports Club, Bulawayo",Bulawayo,2,Sri Lanka,100,15.2
1377757,23-06-2023,Bulawayo Athletic Club,Bulawayo,1,Scotland,282,51
1377757,23-06-2023,Bulawayo Athletic Club,Bulawayo,2,United Arab Emirates,171,35.5
1377758,24-06-2023,Harare Sports Club,Harare,1,Zimbabwe,268,51.8
1377758,24-06-2023,Harare Sports Club,Harare,2,West Indies,233,46.5
1377759,24-06-2023,"Takashinga Sports Club, Highfield, Harare",Harare,1,Nepal,167,45.8
1377759,24-06-2023,"Takashinga Sports Club, Highfield, Harare",Harare,2,Netherlands,168,27.5
1377760,25-06-2023,"Queens Sports Club, Bulawayo",Bulawayo,1,Sri Lanka,325,52.5
1377760,25-06-2023,"Queens Sports Club, Bulawayo",Bulawayo,2,Ireland,192,31.5
1377761,25-06-2023,Bulawayo Athletic Club,Bulawayo,1,Scotland,320,50.8
1377761,25-06-2023,Bulawayo Athletic Club,Bulawayo,2,Oman,244,50.7
1377762,26-06-2023,Harare Sports Club,Harare,1,Zimbabwe,408,50.2
1377762,26-06-2023,Harare Sports Club,Harare,2,United States of America,104,26.8
1377763,26-06-2023,"Takashinga Sports Club, Highfield, Harare",Harare,1,West Indies,374,51
1377763,26-06-2023,"Takashinga Sports Club, Highfield, Harare",Harare,2,Netherlands,374,51.2
1377764,27-06-2023,"Queens Sports Club, Bulawayo",Bulawayo,1,Sri Lanka,245,50.5
1377764,27-06-2023,"Queens Sports Club, Bulawayo",Bulawayo,2,Scotland,163,30
1377765,27-06-2023,Bulawayo Athletic Club,Bulawayo,1,Ireland,349,50.7
1377765,27-06-2023,Bulawayo Athletic Club,Bulawayo,2,United Arab Emirates,211,40.5
1377766,29-06-2023,"Queens Sports Club, Bulawayo",Bulawayo,1,Zimbabwe,332,50.7
1377766,29-06-2023,"Queens Sports Club, Bulawayo",Bulawayo,2,Oman,318,52.7
1377767,30-06-2023,"Queens Sports Club, Bulawayo",Bulawayo,1,Sri Lanka,213,49.5
1377767,30-06-2023,"Queens Sports Club, Bulawayo",Bulawayo,2,Netherlands,192,41
1377768,30-06-2023,"Takashinga Sports Club, Highfield, Harare",Harare,1,United States of America,196,43.5
1377768,30-06-2023,"Takashinga Sports Club, Highfield, Harare",Harare,2,Ireland,197,34.5
1377769,01-07-2023,Harare Sports Club,Harare,1,West Indies,181,45.2
1377769,01-07-2023,Harare Sports Club,Harare,2,Scotland,185,44.3
1377770,02-07-2023,"Queens Sports Club, Bulawayo",Bulawayo,1,Zimbabwe,165,34.5
1377770,02-07-2023,"Queens Sports Club, Bulawayo",Bulawayo,2,Sri Lanka,169,34.2
1377771,02-07-2023,"Takashinga Sports Club, Highfield, Harare",Harare,1,United Arab Emirates,181,47.8
1377771,02-07-2023,"Takashinga Sports Club, Highfield, Harare",Harare,2,Nepal,185,44.5
1377772,03-07-2023,Harare Sports Club,Harare,1,Netherlands,362,50.3
1377772,03-07-2023,Harare Sports Club,Harare,2,Oman,246,46.2
1377773,04-07-2023,"Queens Sports Club, Bulawayo",Bulawayo,1,Scotland,234,50.7
1377773,04-07-2023,"Queens Sports Club, Bulawayo",Bulawayo,2,Zimbabwe,203,42
1377774,04-07-2023,"Takashinga Sports Club, Highfield, Harare",Harare,1,Nepal,268,52.3
1377774,04-07-2023,"Takashinga Sports Club, Highfield, Harare",Harare,2,Ireland,269,51
1377775,05-07-2023,Harare Sports Club,Harare,1,Oman,221,51.7
1377775,05-07-2023,Harare Sports Club,Harare,2,West Indies,222,40.8
1377776,06-07-2023,"Queens Sports Club, Bulawayo",Bulawayo,1,Scotland,277,50.7
1377776,06-07-2023,"Queens Sports Club, Bulawayo",Bulawayo,2,Netherlands,278,44.5
1377777,06-07-2023,"Takashinga Sports Club, Highfield, Harare",Harare,1,United Arab Emirates,308,52.7
1377777,06-07-2023,"Takashinga Sports Club, Highfield, Harare",Harare,2,United States of America,307,51
1377778,07-07-2023,Harare Sports Club,Harare,1,West Indies,243,49.5
1377778,07-07-2023,Harare Sports Club,Harare,2,Sri Lanka,244,45.2
1377779,09-07-2023,Harare Sports Club,Harare,1,Sri Lanka,233,48.3
1377779,09-07-2023,Harare Sports Club,Harare,2,Netherlands,105,24.5
1381214,27-07-2023,"Kensington Oval, Bridgetown, Barbados",Bridgetown,1,West Indies,114,24.2
1381214,27-07-2023,"Kensington Oval, Bridgetown, Barbados",Bridgetown,2,India,118,23.5
1381215,29-07-2023,"Kensington Oval, Bridgetown, Barbados",Bridgetown,1,India,181,42.2
1381215,29-07-2023,"Kensington Oval, Bridgetown, Barbados",Bridgetown,2,West Indies,182,37.5
1381216,01-08-2023,"Brian Lara Stadium, Tarouba, Trinidad",Tarouba,1,India,351,51.3
1381216,01-08-2023,"Brian Lara Stadium, Tarouba, Trinidad",Tarouba,2,West Indies,151,36.5
1384392,05-10-2023,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,1,England,282,50.7
1384392,05-10-2023,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,2,New Zealand,283,36.8
1384393,06-10-2023,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,1,Pakistan,286,50.3
1384393,06-10-2023,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,2,Netherlands,205,42.5
1384395,07-10-2023,"Arun Jaitley Stadium, Delhi",Delhi,1,South Africa,428,52.3
1384395,07-10-2023,"Arun Jaitley Stadium, Delhi",Delhi,2,Sri Lanka,326,46.7
1384396,08-10-2023,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,1,Australia,199,50.5
1384396,08-10-2023,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,2,India,201,42.3
1384397,09-10-2023,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,1,New Zealand,322,50.7
1384397,09-10-2023,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,2,Netherlands,223,46.8
1384398,10-10-2023,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Dharamsala,1,England,364,50.7
1384398,10-10-2023,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Dharamsala,2,Bangladesh,227,48.8
1384399,10-10-2023,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,1,Sri Lanka,344,51.7
1384399,10-10-2023,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,2,Pakistan,345,50.5
1384401,12-10-2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,1,South Africa,311,51.2
1384401,12-10-2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,2,Australia,177,42.3
1384402,13-10-2023,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,1,Bangladesh,245,51.3
1384402,13-10-2023,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,2,New Zealand,248,44.5
1384403,14-10-2023,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,1,Pakistan,191,43
1384403,14-10-2023,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,2,India,192,30.7
1384405,16-10-2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,1,Sri Lanka,209,45
1384405,16-10-2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,2,Australia,215,35.8
1384406,17-10-2023,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Dharamsala,1,Netherlands,245,46
1384406,17-10-2023,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Dharamsala,2,South Africa,207,43.8
1384408,19-10-2023,"Maharashtra Cricket Association Stadium, Pune",Pune,1,Bangladesh,256,50.8
1384408,19-10-2023,"Maharashtra Cricket Association Stadium, Pune",Pune,2,India,261,42.2
1384409,20-10-2023,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,1,Australia,367,52.2
1384409,20-10-2023,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,2,Pakistan,305,47.3
