match_id,date,venue,city,innings,team,team_total_score,overs_played,latitude,longitude,temperature_c,humidity_pct,rain_48hr_mm
1532480,09-06-2026,"Shere Bangla National Stadium, Mirpur",Dhaka,2,Australia,191,44.5,23.7643863,90.3890144,27.2,88,6.2
1532481,11-06-2026,"Shere Bangla National Stadium, Mirpur",Dhaka,1,Australia,187,42.8,23.7643863,90.3890144,32,64,1.7
1532481,11-06-2026,"Shere Bangla National Stadium, Mirpur",Dhaka,2,Bangladesh,195,35.7,23.7643863,90.3890144,29.1,76,1.7
1532482,14-06-2026,"Shere Bangla National Stadium, Mirpur",Dhaka,1,Bangladesh,274,52.2,23.7643863,90.3890144,29.6,76,8.1
1532482,14-06-2026,"Shere Bangla National Stadium, Mirpur",Dhaka,2,Australia,277,50,23.7643863,90.3890144,29,83,8.1
1535645,30-05-2026,Rawalpindi Cricket Stadium,Rawalpindi,1,Australia,200,45.3,33.6511816,73.07598,30.7,34,0.2
1535645,30-05-2026,Rawalpindi Cricket Stadium,Rawalpindi,2,Pakistan,202,43,33.6511816,73.07598,27.9,48,0.2
1535646,02-06-2026,"Gaddafi Stadium, Lahore",Lahore,1,Australia,231,50.5,31.5133615,74.3334644,38,25,0.3
1535646,02-06-2026,"Gaddafi Stadium, Lahore",Lahore,2,Pakistan,190,44.8,31.5133615,74.3334644,35.5,36,0.3
1535647,04-06-2026,"Gaddafi Stadium, Lahore",Lahore,1,Australia,157,43,31.5133615,74.3334644,35.8,34,7.8
1535647,04-06-2026,"Gaddafi Stadium, Lahore",Lahore,2,Pakistan,161,42.7,31.5133615,74.3334644,27.6,56,7.8
1538304,03-06-2026,"Sabina Park, Kingston, Jamaica",Kingston,1,Sri Lanka,303,52.3,17.9712148,-76.7928128,30.6,62,0
1538304,03-06-2026,"Sabina Park, Kingston, Jamaica",Kingston,2,West Indies,262,51,17.9712148,-76.7928128,28.7,68,0
1538425,06-06-2026,"Maple Leaf North-West Ground, King City",King City,1,Canada,231,46.5,36.2125032,-121.1270413,26.2,19,0
1538425,06-06-2026,"Maple Leaf North-West Ground, King City",King City,2,United States of America,235,40.7,36.2125032,-121.1270413,16.2,48,0
1538426,08-06-2026,"Maple Leaf North-West Ground, King City",King City,1,Netherlands,196,51,36.2125032,-121.1270413,26.4,27,0
1538426,08-06-2026,"Maple Leaf North-West Ground, King City",King City,2,United States of America,175,49.2,36.2125032,-121.1270413,18,66,0
1538427,10-06-2026,"Maple Leaf North-West Ground, King City",King City,1,Netherlands,214,49,36.2125032,-121.1270413,36.8,16,0
1538427,10-06-2026,"Maple Leaf North-West Ground, King City",King City,2,Canada,218,49.8,36.2125032,-121.1270413,29,32,0
1538428,12-06-2026,"Maple Leaf North-West Ground, King City",King City,1,Canada,275,51.7,36.2125032,-121.1270413,38.9,14,0
1538428,12-06-2026,"Maple Leaf North-West Ground, King City",King City,2,United States of America,276,51.8,36.2125032,-121.1270413,27,39,0
